TOR,ORL
72,83
MEM,POR
87,83
PHI,ATL
83,79
WAS,CHA
85,71
BOS,CHI
69,79
MEM,DEN
81,78
MIL,DET
83,101
SAS,IND
82,58
TOR,MIA
78,75
LAC,MIN
88,92
SAC,NOP
79,77
NYK,UTA
75,74
HOU,BRK
74,94
GSW,DAL
119,108
POR,LAL
105,93
CHI,ATL
92,72
NOP,DEN
72,119
DET,IND
75,83
MIL,MIA
68,87
MEM,MIN
84,91
BRK,NYK
60,95
CLE,ORL
99,81
CHA,PHI
96,74
LAC,PHO
85,80
LAL,SAC
86,89
GSW,SAS
80,92
HOU,TOR
81,78
BOS,WAS
67,100
DAL,LAC
96,84
SAS,OKC
85,86
CLE,ATL
77,109
PHI,BOS
84,85
DET,BRK
91,107
ORL,CHA
65,72
MIL,CHI
64,69
SAC,GSW
51,94
OKC,HOU
89,79
DAL,LAL
93,77
DEN,MEM
65,66
MIN,MIA
98,97
WAS,NYK
81,82
PHO,POR
84,76
IND,TOR
72,90
NOP,UTA
76,70
CHA,CLE
77,77
BOS,DET
98,85
TOR,MIL
84,77
MIN,ORL
73,95
BRK,PHI
88,82
CHI,WAS
79,71
UTA,GSW
82,121
DEN,HOU
116,103
ATL,IND
94,69
LAL,LAC
79,104
NYK,MIA
81,80
OKC,PHO
89,101
NOP,POR
80,87
DAL,SAC
85,77
MEM,SAS
81,95
DET,ATL
80,77
HOU,LAL
123,102
BRK,MIA
81,73
SAS,MIN
76,89
OKC,SAC
88,71
DAL,UTA
89,76
BOS,ATL
86,89
DET,CLE
77,117
HOU,DEN
95,111
OKC,LAC
81,80
MIA,MEM
91,93
IND,MIL
93,80
CHI,MIN
93,72
PHO,NOP
87,74
BRK,ORL
86,97
SAC,POR
83,83
PHI,TOR
96,94
CHA,WAS
81,75
SAS,DAL
92,83
DEN,GSW
88,86
CHA,BOS
95,93
ATL,BRK
73,74
DET,CHI
85,85
GSW,LAL
103,79
PHI,MEM
84,93
IND,MIA
70,76
CLE,MIL
88,94
HOU,MIN
83,85
NOP,OKC
79,93
WAS,ORL
72,68
PHO,SAS
87,99
