TOR,LAC
41,45
MIN,NOP
32,47
DEN,NYK
39,59
OKC,ORL
47,43
LAL,PHI
53,52
CLE,WAS
46,54
MEM,ATL
41,38
SAS,CHA
44,45
DEN,DET
56,58
HOU,MIL
50,46
POR,MIN
48,45
GSW,PHO
49,54
MIA,UTA
36,46
DAL,BOS
47,44
NOP,BRK
36,41
MEM,CLE
36,45
PHI,LAC
30,59
CHI,LAL
41,42
NYK,OKC
47,52
IND,ORL
46,39
SAC,WAS
31,42
SAS,DET
48,48
PHI,GSW
35,55
DEN,IND
34,50
BOS,MIL
49,37
HOU,MIN
50,37
NOP,TOR
45,46
DAL,CHA
42,57
ATL,CHI
45,51
SAC,CLE
42,53
UTA,LAL
43,37
WAS,MEM
41,36
MIA,PHO
45,47
OKC,POR
47,39
SAS,BOS
50,43
CHA,BRK
46,53
CLE,DET
39,37
MIA,GSW
52,49
WAS,HOU
60,44
DAL,IND
35,34
POR,LAC
56,50
NOP,MIL
47,45
DEN,MIN
42,57
SAC,NYK
50,50
MEM,ORL
38,38
ATL,TOR
34,49
PHI,UTA
45,40
BRK,CHI
31,39
OKC,LAL
47,50
MIA,DAL
54,43
PHO,DEN
46,43
CHA,DET
46,44
ATL,IND
49,48
SAS,LAC
53,41
NYK,MEM
41,43
ORL,MIL
51,47
CLE,PHI
46,36
TOR,WAS
49,42
WAS,ATL
59,39
DET,CHA
46,50
ORL,CLE
41,38
HOU,LAL
70,55
IND,MIN
41,46
NYK,NOP
47,42
BOS,PHO
39,47
SAS,POR
52,49
GSW,SAC
42,39
CHI,TOR
43,38
BRK,UTA
50,46
HOU,GSW
46,46
DEN,MIL
47,39
MIA,OKC
46,30
NOP,CHA
44,34
DEN,CHI
42,52
ATL,DET
53,55
BOS,LAL
42,47
LAC,MEM
38,47
NYK,ORL
60,58
DAL,PHI
57,47
SAS,PHO
31,47
UTA,POR
43,46
CLE,TOR
38,47
NYK,ATL
49,48
MEM,CHA
38,38
DAL,DET
52,42
BRK,GSW
34,43
IND,MIL
45,44
BOS,SAC
40,43
MIN,UTA
54,40
NOP,WAS
41,39
WAS,CLE
49,32
SAC,DEN
42,48
BRK,LAL
48,46
CHI,MIA
35,46
LAC,OKC
55,55
HOU,PHO
46,53
MIN,POR
46,53
ORL,TOR
41,43
GSW,DET
51,44
LAC,NOP
59,44
DAL,NYK
56,54
MIL,PHI
60,51
BOS,UTA
41,50
CHI,ATL
45,52
TOR,CLE
45,39
POR,DEN
40,41
LAL,IND
47,52
MIN,PHO
47,45
HOU,SAC
52,41
ORL,WAS
51,52
ATL,BOS
47,51
GSW,CHI
35,42
NOP,DAL
45,51
HOU,LAC
42,49
LAL,MEM
53,49
CLE,OKC
51,52
ORL,PHI
48,37
BRK,POR
36,59
DET,SAS
50,53
PHO,UTA
37,51
BRK,DEN
49,36
MIL,IND
50,44
NYK,MIA
35,51
WAS,TOR
56,57
UTA,CLE
42,47
CHI,DAL
45,45
SAC,LAL
52,67
GSW,NYK
58,46
MEM,OKC
51,48
NOP,PHO
47,50
CHA,SAS
36,43
IND,BOS
44,45
DET,HOU
49,53
NOP,LAC
31,47
CLE,MEM
46,53
ORL,MIA
40,49
BRK,MIL
47,39
WAS,PHI
57,43
DEN,POR
40,42
MIN,SAC
42,44
NYK,CHI
40,47
UTA,IND
42,39
CHA,OKC
38,49
PHI,ORL
37,36
ATL,PHO
58,59
DAL,SAS
52,49
GSW,TOR
45,46
CHI,BRK
34,41
MIN,DEN
42,62
NYK,DET
42,39
CHA,MIA
51,62
UTA,MIL
37,50
LAL,POR
51,52
NOP,SAC
38,33
MEM,WAS
49,48
SAS,CLE
57,48
MIA,HOU
45,48
GSW,IND
47,39
NOP,LAL
53,56
PHI,OKC
42,50
LAC,PHO
48,46
GSW,BOS
51,37
MEM,BRK
40,53
IND,CHA
41,52
DAL,DEN
55,48
CHI,DET
48,41
SAC,MIL
47,42
NYK,MIN
58,46
HOU,ORL
46,41
ATL,POR
33,48
UTA,WAS
43,50
LAC,LAL
69,42
OKC,PHO
58,57
MIA,SAS
38,49
BRK,BOS
33,39
CLE,CHA
40,45
MEM,CHI
40,33
POR,DAL
45,41
LAL,DEN
57,68
ATL,GSW
47,49
IND,HOU
41,53
DET,MIN
42,47
MIL,NOP
45,50
UTA,NYK
36,54
SAC,TOR
35,44
NYK,CLE
52,45
ATL,LAC
50,49
CHA,MEM
42,51
WAS,MIL
58,43
UTA,PHI
47,41
ORL,SAS
53,52
DET,BOS
44,57
SAC,BRK
41,53
MIA,CHI
37,45
IND,DAL
39,44
PHO,GSW
46,55
POR,HOU
48,47
OKC,LAL
54,51
TOR,MIN
51,48
DEN,NOP
47,46
TOR,BRK
41,45
DEN,CHA
41,45
PHO,LAC
46,47
WAS,MIA
48,50
ORL,MIL
51,46
PHI,NYK
49,57
ATL,UTA
51,50
SAS,CHI
52,40
SAC,DET
37,45
DAL,GSW
35,53
BOS,IND
35,44
POR,MEM
42,53
MIL,MIN
44,49
HOU,OKC
42,45
NYK,BOS
53,42
GSW,LAC
44,51
BRK,MIA
46,42
MEM,NOP
36,35
DEN,ORL
57,54
SAC,PHI
41,41
CLE,PHO
50,49
POR,SAS
36,49
DET,TOR
43,45
DAL,UTA
55,45
CHA,WAS
43,44
MIL,ATL
40,49
HOU,CHI
33,57
LAL,OKC
50,58
PHO,BOS
39,32
MIN,CHA
41,52
CLE,GSW
50,46
DEN,MIA
47,49
POR,NOP
52,44
WAS,ORL
46,50
IND,PHI
48,43
LAL,SAS
35,61
MEM,TOR
35,45
LAC,UTA
46,42
DEN,ATL
42,47
SAC,CHI
33,37
IND,DET
48,44
MIL,NYK
39,50
MEM,PHI
42,37
BRK,WAS
45,44
CLE,LAC
37,50
HOU,MIA
46,49
CHA,MIL
48,44
SAC,MIN
47,40
BOS,NOP
57,50
DAL,OKC
53,38
GSW,POR
53,49
UTA,SAS
47,59
PHO,TOR
49,49
PHO,BRK
43,50
ATL,CHA
52,39
OKC,CHI
44,34
BOS,DAL
43,42
LAC,DEN
41,44
UTA,HOU
38,59
PHI,IND
44,37
TOR,ATL
47,51
MIA,CLE
46,44
ORL,GSW
39,47
MIL,POR
53,54
WAS,SAC
51,46
MIA,BOS
44,52
CHA,BRK
49,46
MIN,DAL
54,56
DET,DEN
53,55
SAS,LAL
62,48
UTA,MEM
44,38
TOR,NOP
45,40
IND,NYK
36,36
CHI,PHI
44,48
ORL,PHO
38,56
OKC,CLE
48,44
MIL,GSW
42,51
MIN,HOU
50,65
WAS,POR
50,55
NOP,ATL
40,46
BOS,BRK
44,53
DEN,DAL
53,60
CHI,IND
33,36
WAS,LAL
52,50
MEM,MIA
39,42
NYK,PHI
41,44
DET,PHO
43,41
SAS,SAC
41,36
OKC,TOR
50,49
POR,CHA
43,57
PHI,CHI
31,36
HOU,CLE
50,52
SAS,GSW
45,34
DET,LAC
54,56
IND,MEM
33,38
MIA,NOP
45,50
ORL,UTA
38,40
BRK,DAL
45,45
WAS,DEN
46,51
ORL,LAL
43,43
PHO,MIN
58,48
CLE,NYK
51,47
MIL,SAC
46,51
ATL,TOR
38,42
PHO,ATL
50,38
HOU,CHA
51,36
IND,CHI
31,39
MIL,LAC
46,46
MIN,MEM
41,54
POR,MIA
39,42
BRK,NOP
43,49
DEN,OKC
39,56
PHI,SAS
47,57
DET,UTA
55,41
TOR,CLE
49,40
OKC,DAL
58,60
NYK,LAL
40,66
POR,ORL
39,43
TOR,BOS
47,41
BRK,CHA
57,54
CLE,DET
46,50
MIA,IND
34,37
ATL,MIN
38,52
LAC,NOP
46,41
NYK,SAC
55,39
DEN,SAS
45,51
MEM,UTA
40,37
PHO,WAS
51,43
POR,ATL
47,38
LAC,DAL
49,47
PHI,HOU
49,53
LAL,MIL
49,45
CLE,BRK
47,53
POR,CHI
45,36
SAS,DEN
68,41
MIA,DET
51,33
MEM,GSW
43,49
LAL,MIN
51,59
UTA,NOP
40,42
SAC,OKC
40,42
CHA,ORL
51,45
NYK,PHO
43,54
BOS,TOR
46,45
IND,WAS
30,41
SAC,DAL
45,41
LAC,HOU
54,39
MIA,MIL
39,31
DET,PHI
39,60
NOP,SAS
35,46
ATL,WAS
43,45
CHI,BOS
45,50
MIN,BRK
42,55
IND,CLE
37,39
NYK,GSW
41,38
PHO,LAL
43,49
UTA,OKC
42,52
TOR,ORL
39,45
MEM,POR
46,44
PHI,ATL
47,43
WAS,CHA
47,37
BOS,CHI
38,41
MEM,DEN
43,42
MIL,DET
44,55
SAS,IND
45,32
TOR,MIA
43,41
LAC,MIN
50,51
SAC,NOP
41,41
NYK,UTA
42,41
HOU,BRK
42,50
GSW,DAL
67,61
POR,LAL
59,52
CHI,ATL
52,40
NOP,DEN
37,67
DET,IND
41,44
MIL,MIA
36,48
MEM,MIN
44,48
BRK,NYK
34,53
CLE,ORL
54,46
CHA,PHI
54,39
LAC,PHO
48,44
LAL,SAC
49,47
GSW,SAS
44,48
HOU,TOR
45,44
BOS,WAS
35,55
DAL,LAC
55,45
SAS,OKC
47,46
CLE,ATL
41,61
PHI,BOS
45,47
DET,BRK
50,61
ORL,CHA
34,39
MIL,CHI
33,38
SAC,GSW
26,52
OKC,HOU
51,46
DAL,LAL
49,42
DEN,MEM
36,34
MIN,MIA
55,54
WAS,NYK
43,48
PHO,POR
45,41
IND,TOR
39,50
NOP,UTA
42,37
CHA,CLE
43,42
BOS,DET
56,47
TOR,MIL
48,39
MIN,ORL
37,52
BRK,PHI
47,46
CHI,WAS
44,37
UTA,GSW
43,69
DEN,HOU
65,58
ATL,IND
53,37
LAL,LAC
43,57
NYK,MIA
48,46
OKC,PHO
49,56
NOP,POR
42,46
DAL,SAC
49,41
MEM,SAS
43,52
DET,ATL
43,43
HOU,LAL
67,58
BRK,MIA
45,40
SAS,MIN
40,47
OKC,SAC
50,37
DAL,UTA
49,40
BOS,ATL
49,49
DET,CLE
43,64
HOU,DEN
55,61
OKC,LAC
43,44
MIA,MEM
53,50
IND,MIL
52,42
CHI,MIN
52,38
PHO,NOP
48,40
BRK,ORL
48,54
SAC,POR
44,45
PHI,TOR
52,53
CHA,WAS
46,38
SAS,DAL
54,44
DEN,GSW
49,46
CHA,BOS
51,52
ATL,BRK
37,40
DET,CHI
45,45
GSW,LAL
58,44
PHI,MEM
45,49
IND,MIA
39,41
CLE,MIL
46,50
HOU,MIN
47,44
NOP,OKC
44,49
WAS,ORL
37,36
PHO,SAS
48,56
